GEOID,heatweek_avg_qol_calls,normalweek_avg_qol_calls,TOTAL_POP,heatweek_calls_per_1k,normalweek_calls_per_1k
36005000100,0.0,0.0,4446.0,0.0,0.0
36005000200,18.2,15.857142857142858,4870.0,3.737166324435318,3.256086828982106
36005000400,8.6,9.285714285714286,6257.0,1.3744606041233818,1.4840521473092994
36005001600,6.8,7.142857142857143,6177.0,1.1008580216933785,1.1563634681653137
36005001901,14.2,5.714285714285714,2181.0,6.51077487391105,2.620030130346499
36005001902,2.0,4.428571428571429,1883.0,1.0621348911311737,2.3518701160761704
36005002001,1.6,1.0,4461.0,0.3586639766868415,0.22416498542927593
36005002002,9.8,7.428571428571429,3915.0,2.503192848020434,1.897463966429484
36005002300,2.4,2.2857142857142856,4528.0,0.5300353356890459,0.5047955577990914
36005002500,1.8,2.857142857142857,5642.0,0.31903580290677064,0.5064060363599534
36005002701,3.2,2.5714285714285716,3335.0,0.95952023988006,0.7710430499036196
36005002702,7.6,3.4285714285714284,5000.0,1.5199999999999998,0.6857142857142857
36005002800,4.6,5.0,5230.0,0.8795411089866156,0.9560229445506692
36005003100,8.0,7.714285714285714,2559.0,3.126221180148496,3.0145704237146207
36005003300,4.2,4.857142857142857,3559.0,1.1801067715650464,1.3647493276602576
36005003500,7.2,7.714285714285714,3899.0,1.846627340343678,1.978529293225369
36005003700,1.6,2.0,331.0,4.833836858006042,6.042296072507553
36005003800,3.2,2.5714285714285716,1182.0,2.707275803722504,2.1754894851341553
36005003900,3.6,4.0,6227.0,0.578127509233981,0.6423638991488678
36005004001,2.6,1.2857142857142858,1409.0,1.8452803406671399,0.9125012673628714
36005004100,2.8,2.142857142857143,6583.0,0.425337991797053,0.3255137692324385
36005004200,2.2,2.0,8179.0,0.2689815380853405,0.24452867098667316
36005004300,16.0,9.428571428571429,5627.0,2.8434334458859074,1.6755947091827668
36005004400,2.4,2.2857142857142856,4592.0,0.5226480836236934,0.49776007964161273
36005004600,0.4,0.7142857142857143,1763.0,0.22688598979013047,0.4051535531966616
36005004800,7.4,5.285714285714286,4261.0,1.7366815301572402,1.2404868072551714
36005005001,1.0,2.4285714285714284,4565.0,0.2190580503833516,0.5319981223595681
36005005002,3.4,4.571428571428571,6466.0,0.5258274048871018,0.7069948301003048
36005005100,18.6,17.142857142857142,6492.0,2.8650646950092424,2.6406126221283337
36005005200,3.6,2.142857142857143,1931.0,1.8643190056965304,1.1097136938669823
36005005300,0.2,2.5714285714285716,5379.0,0.03718163227365681,0.4780495578041591
36005005400,3.4,2.2857142857142856,5715.0,0.594925634295713,0.39995000624921884
36005005600,2.2,4.857142857142857,2311.0,0.9519688446559931,2.101749397292452
36005005902,6.2,6.0,2938.0,2.110279101429544,2.0422055820285907
36005006000,5.6,4.714285714285714,1297.0,4.317656129529683,3.634761537614275
36005006100,0.4,2.0,3868.0,0.1034126163391934,0.5170630816959669
36005006200,14.6,13.857142857142858,6217.0,2.3483995496220045,2.2289115099152097
36005006301,15.0,20.571428571428573,5845.0,2.5662959794696323,3.5194916289869242
36005006400,6.2,6.0,3928.0,1.5784114052953158,1.5274949083503055
36005006500,6.4,5.857142857142857,5627.0,1.137373378354363,1.040899743583234
